imports_exports,countries,year,carriers,AL,AT,BA,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK
imports,ES,2030,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.391102112995824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.790678806901873,0.0,0.0,0.0,0.0,0.0
imports,FI,2030,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,FR,2030,elec,0.0,0.0,0.0,11.92746495022436,0.0,13.597053260449927,0.0,9.294675310310604,0.0,0.0,17.407341626243742,0.0,0.0,35.1956782000013,0.0,0.0,0.0,0.0,10.99169736846817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,GB,2030,elec,0.0,0.0,0.0,32.997041999960686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.90617179940759,0.0,0.0,0.0,0.0,1.326370277505088,0.0,0.0,0.0,0.0,0.0,0.0,16.401657962827645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,GR,2030,elec,3.676438210734502,0.0,0.0,0.0,2.166239259006736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2085537948700713,0.0,0.0,0.0,0.0,7.903795358612568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,HR,2030,elec,0.0,0.0,8.064885741396125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0129071244137162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.679964881158619,0.0,5.04943222496972,0.0
imports,HU,2030,elec,0.0,4.956200756820709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.658781120035761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.210622931101127,3.5999439439014957,0.0,0.0,4.423497320278866
imports,IE,2030,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1403028782946425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,IT,2030,elec,0.0,0.7360611786141464,0.0,0.0,0.0,9.20123678036216,0.0,0.0,0.0,0.0,0.0,0.0,5.3586738879756215,0.0,0.5940857623884143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7815075366481947,0.0
imports,LT,2030,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.202769287802333,0.0,0.0,0.0,0.0,1.4463597504154793,0.0,0.0,0.0,1.0452586270902686,0.0,0.0
imports,LU,2030,elec,0.0,0.0,0.0,2.5804395558274784,0.0,0.0,0.0,0.4788245535970965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,LV,2030,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7384311718801175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3668300849344504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,ME,2030,elec,1.227343880944784,0.0,4.346003812652238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65476329415789,0.0,0.0,0.0
imports,MK,2030,elec,0.2262196933932561,0.0,0.0,0.0,0.601919466614369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7161110598686682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.654734242921209,0.0,0.0,0.0
imports,NL,2030,elec,0.0,0.0,0.0,12.686179209513462,0.0,0.0,0.0,12.7763318599959,0.0,0.0,0.0,0.0,0.0,6.932028445146904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8188137606836752,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,NO,2030,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.18739723019924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1997070894902975,0.0,0.0,0.0,0.0,0.0,8.63963192837733,0.0,0.0
imports,PL,2030,elec,0.0,0.0,0.0,0.0,0.0,0.0,5.451129875958125,8.932783625465154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.049181725194792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9202203518483567,0.0,5.07343696372474
imports,PT,2030,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.303852455790376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,RO,2030,elec,0.0,0.0,0.0,0.0,0.6288824873312167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.800104867978012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.122490903021328,0.0,0.0,0.0
imports,RS,2030,elec,0.2691479521357858,0.0,2.314861923410744,0.0,0.1992030015025937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0064344486453263,2.107331798952719,0.0,0.0,0.0,0.0,0.0,0.4031201255384871,2.070552361848605,0.0,0.0,0.0,0.0,1.1009377718833635,0.0,0.0,0.0,0.0
imports,SE,2030,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7363582585622883,12.163833410661038,0.0,0.0,2.9341490172356677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2754088982290392,0.0,0.0,0.0,0.0,0.0,13.130701966906908,1.2009226228412353,0.0,0.0,0.0,0.0,0.0,0.0
imports,SI,2030,elec,0.0,7.958101375448027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.864287831113408,0.0,0.0,6.977000469582952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,SK,2030,elec,0.0,0.0,0.0,0.0,0.0,0.0,3.8374461658984824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.721451053259786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0405248049658313,0.0,0.0,0.0,0.0,0.0,0.0
imports,AL,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.702111961480664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.027585301581565,0.6631731197392863,0.0,0.0,0.0,0.0,0.0,5.750983798769672,0.0,0.0,0.0
imports,AT,2040,elec,0.0,0.0,0.0,0.0,0.0,1.735088618792525,14.80225051642033,14.225947812460582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.77345827666596,0.0,1.3625941969553277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.095504402647723,0.0
imports,BA,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.578994600614116,0.0,0.0,0.0,0.0,0.0,0.0,3.165878813487726,0.0,0.0,0.0,0.0,0.0,0.0,3.8857138727872655,0.0,0.0,0.0
imports,BE,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.86673727103732,0.0,0.0,0.0,0.0,5.923852023770386,12.0802441080312,0.0,0.0,0.0,0.0,0.0,0.0,10.246592183740477,0.0,0.0,0.0,39.159905936571946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,BG,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0412186484399115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8642485644687803,0.0,0.0,0.0,0.0,11.479248450805706,2.4162617890144893,0.0,0.0,0.0
imports,CH,2040,elec,0.0,21.966487492609065,0.0,0.0,0.0,0.0,0.0,56.7328372565493,0.0,0.0,0.0,0.0,13.77702045715786,0.0,0.0,0.0,0.0,0.0,18.795882357305057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,CZ,2040,elec,0.0,1.3906868906297196,0.0,0.0,0.0,0.0,0.0,3.78901670949862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.34919882609481,0.0,0.0,0.0,0.0,0.0,5.663768582084275
imports,DE,2040,elec,0.0,34.45417853468146,0.0,15.684412953544312,0.0,17.834427362728416,27.17869292199375,0.0,2.243848211196833,0.0,0.0,0.0,5.486854405145736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6094021696147447,0.0,0.0,0.0,16.405162206756707,0.0,24.345410210101072,0.0,0.0,0.0,0.7839936183122539,0.0,0.0
imports,DK,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.556684377262922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.649328142670825,0.0,0.0,0.0,0.0,0.4167752456417586,0.0,0.0
imports,EE,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7904286005574688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.40432907080016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,ES,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.31170325736224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.252343378395164,0.0,0.0,0.0,0.0,0.0
imports,FI,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.160802963401676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1424955057005699,0.0,0.0
imports,FR,2040,elec,0.0,0.0,0.0,28.053711048268884,0.0,63.8680224898389,0.0,42.34436561891693,0.0,0.0,45.56557436840143,0.0,0.0,97.35031282501754,0.0,0.0,0.0,0.0,26.853488959216513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,GB,2040,elec,0.0,0.0,0.0,129.4169894516374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.87608251293906,0.0,0.0,0.0,0.0,1.0514275094619718,0.0,0.0,0.0,0.0,0.0,0.0,61.70684431518818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,GR,2040,elec,4.261353934937455,0.0,0.0,0.0,4.142650887681967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1047816917984243,0.0,0.0,0.0,0.0,10.072335673252882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,HR,2040,elec,0.0,0.0,8.493603428747178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.160370385628859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0890503885956617,0.0,6.467956767522268,0.0
imports,HU,2040,elec,0.0,4.544671048347755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707645058718798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.968096235755512,3.3776800611632867,0.0,0.0,12.949404169532912
imports,IE,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7129573350170213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,IT,2040,elec,0.0,2.0466740752941366,0.0,0.0,0.0,18.035059187778423,0.0,0.0,0.0,0.0,0.0,0.0,10.69029005364098,0.0,1.3226949081396764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.022784923891155,0.0
imports,LT,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7907920994531272,0.0,0.0,0.0,0.0,9.462881649205418,0.0,0.0,0.0,0.8704468153271347,0.0,0.0
imports,LU,2040,elec,0.0,0.0,0.0,1.1219171324184465,0.0,0.0,0.0,3.572353478985851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,LV,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9174435619376289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.21027649013939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,ME,2040,elec,0.8499265668551144,0.0,5.014185746907424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2438790426076185,0.0,0.0,0.0
imports,MK,2040,elec,0.262248101498569,0.0,0.0,0.0,1.807829396333446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9901512936819092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.519337645598196,0.0,0.0,0.0
imports,NL,2040,elec,0.0,0.0,0.0,5.0598906200003135,0.0,0.0,0.0,42.884706882350805,0.0,0.0,0.0,0.0,0.0,5.871772324608763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.763387857831615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,NO,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.16350394052481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1405596124256174,0.0,0.0,0.0,0.0,0.0,10.600656217609014,0.0,0.0
imports,PL,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,10.582347387799713,7.79095059582051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.872668082370421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0968579006022503,0.0,6.878365013986972
imports,PT,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.317133464103411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,RO,2040,elec,0.0,0.0,0.0,0.0,0.754322809637444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.373127182046174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5265558678415205,0.0,0.0,0.0
imports,RS,2040,elec,0.1890530538852778,0.0,2.0715090410474937,0.0,0.6741037382989417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3369109781904553,3.564348403502653,0.0,0.0,0.0,0.0,0.0,0.2654406388307243,1.5214651723874542,0.0,0.0,0.0,0.0,4.2418407693992295,0.0,0.0,0.0,0.0
imports,SE,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.123325063542831,0.3231725455000175,0.0,0.0,2.3161599347447837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.836175501003915,0.0,0.0,0.0,0.0,0.0,15.054269038589702,3.476715762368742,0.0,0.0,0.0,0.0,0.0,0.0
imports,SI,2040,elec,0.0,10.651427136990538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.00830936627002,0.0,0.0,4.979548920304515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,SK,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,8.596582385862973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.741106948584473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.712725004839616,0.0,0.0,0.0,0.0,0.0,0.0
imports,AL,2050,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.344044474427748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.452287459958079,2.8552688042910184,0.0,0.0,0.0,0.0,0.0,4.924341278888959,0.0,0.0,0.0
imports,AT,2050,elec,0.0,0.0,0.0,0.0,0.0,5.165037630633168,17.947826809654327,28.25937028315238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.287484562844456,0.0,2.699426339505368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.40149398445496,0.0
imports,BA,2050,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.290056091296083,0.0,0.0,0.0,0.0,0.0,0.0,4.677334171123819,0.0,0.0,0.0,0.0,0.0,0.0,4.405331656959122,0.0,0.0,0.0
imports,BE,2050,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.72787393892236,0.0,0.0,0.0,0.0,14.46048015858547,24.12748341200816,0.0,0.0,0.0,0.0,0.0,0.0,13.004429053088876,0.0,0.0,0.0,41.29708082563979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,BG,2050,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.480385887825968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7832751292960447,0.0,0.0,0.0,0.0,13.54673729591778,5.2374315173105845,0.0,0.0,0.0
imports,CH,2050,elec,0.0,22.19488336590584,0.0,0.0,0.0,0.0,0.0,60.45227016230779,0.0,0.0,0.0,0.0,19.841214629188833,0.0,0.0,0.0,0.0,0.0,26.286704956526822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,CZ,2050,elec,0.0,3.6439034695779022,0.0,0.0,0.0,0.0,0.0,7.865111347007575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.577326684103248,0.0,0.0,0.0,0.0,0.0,8.254422894979596
imports,DE,2050,elec,0.0,49.89456194810576,0.0,28.801895918599424,0.0,34.80874740015639,32.83663208744811,0.0,6.170891832398821,0.0,0.0,0.0,10.437203285839118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.946071257512514,0.0,0.0,0.0,23.20740348416156,0.0,31.404132953859683,0.0,0.0,0.0,1.1807708574597942,0.0,0.0
imports,DK,2050,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.77961058401425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.936145864972871,47.696685953582175,0.0,0.0,0.0,0.0,0.546268907737649,0.0,0.0
imports,EE,2050,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.744268532201792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.515618076790098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,ES,2050,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.26583250056933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.67849173302097,0.0,0.0,0.0,0.0,0.0
imports,FI,2050,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8968688660246076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2168961739713336,0.0,0.0
imports,FR,2050,elec,0.0,0.0,0.0,44.356864528144385,0.0,97.3246437674668,0.0,59.33991001109834,0.0,0.0,60.21707432777796,0.0,0.0,122.12697733476593,0.0,0.0,0.0,0.0,46.25457383869643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,GB,2050,elec,0.0,0.0,0.0,154.00024194171007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.89626548845482,0.0,0.0,0.0,0.0,7.157578407209953,0.0,0.0,0.0,0.0,0.0,0.0,110.725721324841,9.69884806235405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,GR,2050,elec,2.7229512388842685,0.0,0.0,0.0,1.8208126770729691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.284330815789267,0.0,0.0,0.0,0.0,3.817985043804766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,HR,2050,elec,0.0,0.0,9.094208642545077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.605445245173652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4380125033704063,0.0,23.131376899677292,0.0
imports,HU,2050,elec,0.0,11.061743129187583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.576990491103696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.848667696482541,3.966429733673565,0.0,0.0,25.935085784571655
imports,IE,2050,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.751251528168126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,IT,2050,elec,0.0,1.659610216917462,0.0,0.0,0.0,17.310772467182666,0.0,0.0,0.0,0.0,0.0,0.0,12.161333814291083,0.0,4.545471883337717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1293556118258401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.857150837471504,0.0
