country,carrier,2030,2040
FI,water tanks charger,629.9962464547076,194.66794358766612
FR,BEV charger,23491.39472260964,52855.638125927224
FR,H2 Fuel Cell,0.0018016197102361,0.001708191553869
FR,PHS,6891.781613426749,8550.703093169874
FR,air heat pump,65918.9444872505,91120.95331267416
FR,battery charger,0.0155905763501787,0.0184416191273152
FR,ground heat pump,39814.11803529711,48121.14518390269
FR,home battery charger,1069.7765826294255,7826.82092882689
FR,hydro,35602.80354375944,35602.80472287098
FR,water tanks charger,6962.38909675481,10811.668223797296
GB,BEV charger,19329.384609783323,43491.115372007
GB,H2 Fuel Cell,0.0038051899573816,0.0049280414411254
GB,PHS,483.0459695657628,712.8163706930421
GB,air heat pump,77401.51287619951,82468.4623728305
GB,battery charger,0.0304021349271537,0.0410376508387872
GB,ground heat pump,27959.88376900663,31378.07089178296
GB,home battery charger,3418.236358335494,4341.619423345498
GB,hydro,107.15184445876476,107.15211429771286
GB,water tanks charger,2751.5621490837434,7233.88719244533
GR,BEV charger,2429.943735986577,5467.373405978594
GR,H2 Fuel Cell,0.0016794645777983,0.0017401982649752
GR,PHS,757.1972580720217,1104.515746572809
GR,air heat pump,6816.719243867169,8062.967996441296
GR,battery charger,0.0133909940274427,0.0202089810816486
GR,ground heat pump,5604.4436676738915,5720.425273539115
GR,home battery charger,3901.9122149742298,7438.4597890220575
GR,hydro,5482.995769302545,5482.996588097556
GR,water tanks charger,776.5370603184842,2181.284514833982
HR,BEV charger,1023.7254412184516,2303.382242744626
HR,H2 Fuel Cell,0.0016388068341512,0.0020392070070665
HR,PHS,364.2586952259345,529.0914739289242
HR,air heat pump,2097.096318654916,2889.793294721549
HR,battery charger,0.0121975802824388,0.0172351418464033
HR,ground heat pump,2955.2846295309855,3244.0143794292785
HR,home battery charger,576.8216210876133,1523.237872260965
HR,hydro,6700.638104954537,6700.638920219629
HR,water tanks charger,591.3919215049034,633.4813605377443
HU,BEV charger,2144.9225145483,4826.075657741375
HU,H2 Fuel Cell,0.0016653475221676,0.0019133532282069
HU,air heat pump,6482.473639139603,6511.255036662361
HU,battery charger,0.0127385840668463,0.0176654666382847
HU,ground heat pump,3422.912933719691,4832.817888949498
HU,home battery charger,245.30390116991785,2059.511338235526
HU,hydro,109.88572150128935,109.88578726250928
HU,water tanks charger,2205.1140953187373,2675.382827424776
IE,BEV charger,1865.745064319108,4197.926394727597
IE,H2 Fuel Cell,0.0017774322598084,0.0019935228338951
IE,PHS,234.4493146253187,346.2925194631938
IE,air heat pump,5166.514068919635,4694.712198006063
IE,battery charger,0.0158692224454445,0.0204682040207442
IE,ground heat pump,4195.444035286249,4942.0602287316915
IE,home battery charger,7.098623976048195,31.90436317094673
IE,hydro,2.459192696545079,2.4592595056877973
IE,water tanks charger,217.60241735099152,415.64900696992504
IT,BEV charger,17165.02421187302,38621.304476735306
IT,H2 Fuel Cell,0.0031674699686853,0.0034811864045208
IT,PHS,9166.242522119815,16753.172880514314
IT,air heat pump,82702.77405906707,45269.02182162007
IT,battery charger,0.0279554390274574,0.15601955317142
IT,ground heat pump,37535.64845393456,46297.956139842965
IT,home battery charger,10273.685117247009,44030.31824982618
IT,hydro,15599.002839376904,15599.004070850491
IT,water tanks charger,18602.728996832713,18937.20874806068
LT,BEV charger,1063.539078676795,2392.9629270365053
LT,H2 Fuel Cell,0.0014269624248421,0.0014792351220205
LT,PHS,784.1847650499225,1037.7119462977255
LT,air heat pump,1487.7681414007009,1442.3059351753432
LT,battery charger,0.0143846869198466,0.015308355838983
LT,ground heat pump,939.0316088284744,1094.9086680739897
LT,home battery charger,0.0141919863049862,0.0201859020960934
LT,water tanks charger,408.86979487797834,406.5601279459149
LU,BEV charger,464.4591174918754,1045.0330143582669
LU,H2 Fuel Cell,0.0018778017796982,0.0021689293698338
LU,PHS,2237.934305913218,2771.0732753452107
LU,air heat pump,948.8321955978016,1282.781609978715
LU,battery charger,0.0129986128864874,0.0168004756113671
LU,ground heat pump,242.38215708346473,278.146769747237
LU,home battery charger,0.0145343731358118,8.323445883303787
LU,water tanks charger,74.64633721903537,102.2349464499025
LV,BEV charger,479.4573269074448,1078.7789855542524
LV,H2 Fuel Cell,0.0013527619962872,0.0012160109376131
LV,air heat pump,1404.482293908564,1308.9471996844354
LV,battery charger,0.014463656437329,0.0152205322796576
LV,ground heat pump,269.9033449856694,266.46598298403416
LV,home battery charger,82.42868304038917,113.6661823771646
LV,water tanks charger,668.9655872975214,1813.6227785826643
ME,BEV charger,108.982231119134,245.21002002571217
ME,H2 Fuel Cell,0.0018803136442235,0.0016370726622148
ME,PHS,257.87856225110596,387.86261518126537
ME,air heat pump,278.9012477667873,364.2439586068506
ME,battery charger,0.0120067855049547,0.0176039799057579
ME,ground heat pump,276.6727590954275,352.44036974674617
ME,home battery charger,195.50772418674237,303.9082730144725
ME,hydro,1715.1855945057468,1711.535964826248
ME,water tanks charger,34.63318414081796,116.887226693221
MK,BEV charger,310.8261273851864,699.3587866235081
MK,H2 Fuel Cell,0.0015653164834254,0.0015310899632547
MK,air heat pump,466.6498374878667,486.7152113115303
MK,battery charger,0.0123903590194959,0.0187577649036459
MK,ground heat pump,647.8439555189021,801.1017515237447
MK,home battery charger,366.4182863100036,1128.4480259499649
MK,water tanks charger,98.96757337516604,237.2067604786047
NL,BEV charger,5705.167472558062,12836.626813259783
NL,H2 Fuel Cell,0.0018214490903045,0.0021348020399125
NL,air heat pump,27303.818420966614,30124.94565525458
NL,battery charger,0.0142427691890787,0.0198168091226485
NL,ground heat pump,23106.421625507985,25666.654409005663
NL,home battery charger,621.3179793182176,652.0202309770508
NL,water tanks charger,510.3774075042001,3349.346851117838
NO,BEV charger,1459.6132860590312,3284.1298936422886
NO,H2 Fuel Cell,0.0012178004039841,0.0011475025591233
NO,PHS,54.14919236101498,59.2156274421835
NO,air heat pump,14233.798220177265,12390.435388971064
NO,battery charger,0.0164945044370066,0.0136978088304353
NO,ground heat pump,5210.9698142042835,6072.911932699843
NO,home battery charger,530.0584064724104,282.4229389809422
NO,hydro,110828.59447316467,110828.59666892503
NO,water tanks charger,6070.546704538798,7727.8916663451555
PL,BEV charger,10130.604061913706,22793.859139311506
PL,H2 Fuel Cell,0.0020207889787675,0.0020411739928295
PL,PHS,1797.356500747805,2762.07452285845
PL,air heat pump,19042.91294832804,25349.01873184917
PL,battery charger,0.0136528244503398,0.0179612617976013
PL,ground heat pump,32889.4577317863,35823.151873998235
PL,home battery charger,261.4147919328617,1152.2676420957282
PL,hydro,946.5590283827436,946.5596935105812
PL,water tanks charger,2223.854130787923,3990.8247124725112
PT,BEV charger,3000.0190955336757,6750.042964960484
PT,H2 Fuel Cell,0.0018831834221332,0.0014948327311174
PT,PHS,6745.919938809252,7191.13092774867
PT,air heat pump,4979.937317190048,6140.71658588385
PT,battery charger,0.013923773398729,0.0179163688810053
PT,ground heat pump,4948.360875199661,5073.949216731552
PT,home battery charger,1603.725987482862,5571.491760782782
PT,hydro,3148.8663579512013,3148.867012813182
PT,water tanks charger,1268.3894063626142,1647.2503455917986
RO,BEV charger,3167.37256747193,7126.5882768207375
RO,H2 Fuel Cell,0.0015996550404876,0.0015006179671161
RO,air heat pump,4799.522114819177,4556.739402826714
RO,battery charger,0.0132806254896534,0.0188843478675535
RO,ground heat pump,7692.512131122136,8744.049261348042
RO,home battery charger,736.2945359221533,10408.32321863202
RO,hydro,7461.72314073908,7461.72402640769
RO,water tanks charger,3267.435064513558,4120.726986696232
RS,BEV charger,927.2614257397324,2086.3382079192434
RS,H2 Fuel Cell,0.0015549567732131,0.0015960699843106
RS,PHS,547.5516848559379,799.0530005452703
RS,air heat pump,2300.5876237666857,2306.49362541547
RS,battery charger,0.012503184423843,0.0183153097696052
RS,ground heat pump,2483.8362704250676,2928.5717155790453
RS,home battery charger,1602.054608681895,3346.0554357213223
RS,hydro,2915.225535955474,2915.2263612246475
RS,water tanks charger,483.0501562369181,1141.9688939456687
SE,BEV charger,3311.579231589717,7451.053271085901
SE,H2 Fuel Cell,0.0013799800050505,0.0012021461681068
SE,PHS,25.23740571435455,66.32779736478426
SE,air heat pump,17814.981050837367,18717.784712664477
SE,battery charger,0.0167389624874591,0.0143823468813046
SE,ground heat pump,11240.46488823448,6979.021000440263
SE,home battery charger,44.3997535052802,36.63532324716801
SE,hydro,48926.351650515346,48926.353841804055
SE,water tanks charger,1032.629384678325,603.1163474739853
SI,BEV charger,898.7267679290085,2022.1352278429897
SI,H2 Fuel Cell,0.0016368184934134,0.0018165048655358
SI,PHS,161.2880743539055,220.87757282174792
SI,air heat pump,1047.5230900646525,1124.7034603377306
SI,battery charger,0.0120700263095627,0.0169476515350716
SI,ground heat pump,1291.14239617604,1848.23290903853
SI,home battery charger,17.791570086651824,218.49960874315065
SI,hydro,470.2467544197318,470.2471421425219
SI,water tanks charger,375.3383250636688,548.8150100959027
SK,BEV charger,1349.5842406946974,3036.5645415707713
SK,H2 Fuel Cell,0.001840260224829,0.0018862755258475
SK,PHS,711.5242042828644,972.0427467821586
SK,air heat pump,2181.795387471714,2519.9514083404088
SK,battery charger,0.0125420827544961,0.016833793871616
SK,ground heat pump,2902.7012759697373,3580.811061897208
SK,home battery charger,78.85836343978546,375.0305839092646
SK,hydro,647.0486807943204,647.0491792338102
SK,water tanks charger,435.0533405143196,1107.4390192945848
